AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE,DiaDaSemana,Mes
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,32,Ceará,Brazil,-7.215345299999999,-39.3153336,Domingo,Fevereiro
AIS 21,Jucás,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,37,Ceará,Brazil,-6.5224934,-39.5247183,Domingo,Fevereiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,19,Ceará,Brazil,-7.215345299999999,-39.3153336,Domingo,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,18,Ceará,Brazil,-7.215345299999999,-39.3153336,Domingo,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 19,Barbalha,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,20,Ceará,Brazil,-7.312106699999998,-39.30364270000001,Domingo,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,37,Ceará,Brazil,-3.8779437999999993,-38.6247697,Domingo,Fevereiro
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,20,Ceará,Brazil,-4.3547946,-39.3108516,Domingo,Fevereiro
AIS 14,Moraújo,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,39,Ceará,Brazil,-3.4657654000000004,-40.679146,Domingo,Fevereiro
AIS 11,Paraipaba,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,25,Ceará,Brazil,-3.437987,-39.147868,Domingo,Fevereiro
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,37,Ceará,Brazil,-4.3547946,-39.3108516,Domingo,Fevereiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,18,Ceará,Brazil,-3.8779437999999993,-38.6247697,Domingo,Fevereiro
AIS 15,Canindé,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,23/02/2020,Masculino,34,Ceará,Brazil,-4.3547946,-39.3108516,Domingo,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,55,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Fevereiro
AIS 20,Pedra Branca,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,35,Ceará,Brazil,-5.455674,-39.7166286,Domingo,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 21,Jucás,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Feminino,29,Ceará,Brazil,-6.5224934,-39.5247183,Domingo,Fevereiro
AIS 17,Itapipoca,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,40,Ceará,Brazil,-3.499329,-39.583571,Domingo,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Feminino,38,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/02/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 17,Itapajé,HOMICIDIO DOLOSO,Arma branca,23/02/2020,Masculino,19,Ceará,Brazil,-3.6841324,-39.5851265,Domingo,Fevereiro
AIS 21,Jucás,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,45,Ceará,Brazil,-6.5224934,-39.5247183,Segunda,Fevereiro
AIS 11,Paraipaba,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,29,Ceará,Brazil,-3.437987,-39.147868,Segunda,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,-,Ceará,Brazil,-3.8779437999999993,-38.6247697,Segunda,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,25,Ceará,Brazil,-4.9354279000000005,-37.9783838,Segunda,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,22,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Fevereiro
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,24/02/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,34,Ceará,Brazil,-4.9354279000000005,-37.9783838,Segunda,Fevereiro
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 20,Quixeramobim,HOMICIDIO DOLOSO,Arma branca,24/02/2020,Masculino,20,Ceará,Brazil,-5.1983553,-39.2955573,Segunda,Fevereiro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,22,Ceará,Brazil,-4.171073000000002,-38.464988,Segunda,Fevereiro
AIS 19,Missão Velha,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,20,Ceará,Brazil,-7.248491,-39.1434843,Segunda,Fevereiro
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,19,Ceará,Brazil,-4.3547946,-39.3108516,Segunda,Fevereiro
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,56,Ceará,Brazil,-5.8854585,-38.62129570000001,Segunda,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,13,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,18,Ceará,Brazil,-3.9063117,-38.387504,Segunda,Fevereiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,32,Ceará,Brazil,-3.9063117,-38.387504,Segunda,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,27,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,24/02/2020,Masculino,33,Ceará,Brazil,-3.8779437999999993,-38.6247697,Segunda,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Feminino,24,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Fevereiro
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,58,Ceará,Brazil,-7.2369112000000015,-39.4149236,Terça,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,27,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Terça,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,25/02/2020,Masculino,14,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Terça,Fevereiro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,32,Ceará,Brazil,-3.965768,-38.529763,Terça,Fevereiro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,32,Ceará,Brazil,-3.965768,-38.529763,Terça,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,48,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Terça,Fevereiro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,19,Ceará,Brazil,-4.970602099999999,-39.0158403,Terça,Fevereiro
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma branca,25/02/2020,Masculino,30,Ceará,Brazil,-5.1076699,-38.3727852,Terça,Fevereiro
AIS 19,Porteiras,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,44,Ceará,Brazil,-7.5341572,-39.1153149,Terça,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,20,Ceará,Brazil,-3.8779437999999993,-38.6247697,Terça,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Fevereiro
AIS 16,Santa Quitéria,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,21,Ceará,Brazil,-4.3336553,-40.1544913,Terça,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Feminino,19,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Fevereiro
AIS 16,Santa Quitéria,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,23,Ceará,Brazil,-4.3336553,-40.1544913,Terça,Fevereiro
AIS 18,Palhano,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,23,Ceará,Brazil,-4.744940799999998,-37.9608401,Terça,Fevereiro
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,25/02/2020,Masculino,19,Ceará,Brazil,-4.129666,-38.24117800000001,Terça,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,24,Ceará,Brazil,-7.215345299999999,-39.3153336,Quarta,Fevereiro
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,31,Ceará,Brazil,-4.0412656,-38.6369079,Quarta,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma branca,26/02/2020,Masculino,59,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,25,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Fevereiro
AIS 19,Juazeiro do Norte,FEMINICÍDIO,Arma branca,26/02/2020,Feminino,21,Ceará,Brazil,-7.215345299999999,-39.3153336,Quarta,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,-,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Fevereiro
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,30,Ceará,Brazil,-3.2741504,-39.2649188,Quarta,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 17,Pentecoste,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,18,Ceará,Brazil,-3.7952282,-39.2713219,Quarta,Fevereiro
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,25,Ceará,Brazil,-6.361934,-39.29722329999999,Quarta,Fevereiro
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Outros meios,26/02/2020,Masculino,57,Ceará,Brazil,-5.145560700000001,-38.0984936,Quarta,Fevereiro
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,18,Ceará,Brazil,-6.361934,-39.29722329999999,Quarta,Fevereiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,31,Ceará,Brazil,-3.9063117,-38.387504,Quarta,Fevereiro
AIS 17,Marco,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,28,Ceará,Brazil,-3.1221945,-40.1514585,Quarta,Fevereiro
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,21,Ceará,Brazil,-3.9841,-38.6180383,Quarta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,23,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 17,Jijoca de Jericoacoara,HOMICIDIO DOLOSO,Arma branca,26/02/2020,Masculino,64,Ceará,Brazil,-2.8986278,-40.4506081,Quarta,Fevereiro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/02/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 18,Beberibe,HOMICIDIO DOLOSO,Arma branca,27/02/2020,Masculino,53,Ceará,Brazil,-4.1810469,-38.1298101,Quinta,Fevereiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,20,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quinta,Fevereiro
AIS 14,Granja,HOMICIDIO DOLOSO,Outros meios,27/02/2020,Masculino,-,Ceará,Brazil,-3.1212057,-40.8284124,Quinta,Fevereiro
AIS 11,Trairi,HOMICIDIO DOLOSO,Outros meios,27/02/2020,Masculino,-,Ceará,Brazil,-3.2741504,-39.2649188,Quinta,Fevereiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,26,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quinta,Fevereiro
AIS 12,Maranguape,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,27/02/2020,Feminino,32,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quinta,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,29,Ceará,Brazil,-7.215345299999999,-39.3153336,Quinta,Fevereiro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,24,Ceará,Brazil,-7.215345299999999,-39.3153336,Quinta,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,19,Ceará,Brazil,-4.171073000000002,-38.464988,Quinta,Fevereiro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,27,Ceará,Brazil,-4.171073000000002,-38.464988,Quinta,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,36,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,27/02/2020,Masculino,22,Ceará,Brazil,-5.145560700000001,-38.0984936,Quinta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,40,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Feminino,17,Ceará,Brazil,-3.8922967000000006,-38.6835427,Sexta,Fevereiro
AIS 15,Itapiúna,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,24,Ceará,Brazil,-4.5654191,-38.9211537,Sexta,Fevereiro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 15,Caridade,HOMICIDIO DOLOSO,Outros meios,28/02/2020,Masculino,31,Ceará,Brazil,-4.2316487,-39.1946515,Sexta,Fevereiro
AIS 19,Farias Brito,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,24,Ceará,Brazil,-6.927282300000001,-39.5714222,Sexta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Outros meios,28/02/2020,Masculino,-,Ceará,Brazil,-3.9841,-38.6180383,Sexta,Fevereiro
AIS 15,Itatira,HOMICIDIO DOLOSO,Outros meios,28/02/2020,Masculino,22,Ceará,Brazil,-4.5305423,-39.621054,Sexta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Feminino,15,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,41,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,19,Ceará,Brazil,-4.370257700000002,-38.8084313,Sexta,Fevereiro
AIS 21,Várzea Alegre,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,26,Ceará,Brazil,-6.7936089000000015,-39.2989333,Sexta,Fevereiro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,47,Ceará,Brazil,-4.970602099999999,-39.0158403,Sexta,Fevereiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/02/2020,Masculino,16,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,46,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 16,Santa Quitéria,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,37,Ceará,Brazil,-4.3336553,-40.1544913,Sábado,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,17,Ceará,Brazil,-7.215345299999999,-39.3153336,Sábado,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,29/02/2020,Masculino,31,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,27,Ceará,Brazil,-7.2369112000000015,-39.4149236,Sábado,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,41,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,33,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 18,Tabuleiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,26,Ceará,Brazil,-5.2440865,-38.1284605,Sábado,Fevereiro
AIS 14,Sobral,HOMICIDIO DOLOSO,Outros meios,29/02/2020,Masculino,28,Ceará,Brazil,-3.6879135,-40.34563720000001,Sábado,Fevereiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,31,Ceará,Brazil,-3.9841,-38.6180383,Sábado,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 22,Mombaça,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,31,Ceará,Brazil,-5.745089900000001,-39.6293519,Sábado,Fevereiro
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,-,Ceará,Brazil,-3.9841,-38.6180383,Sábado,Fevereiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,54,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,26,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Fevereiro
AIS 14,Chaval,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,16,Ceará,Brazil,-3.0339874,-41.2438452,Sábado,Fevereiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,38,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sábado,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Outros meios,29/02/2020,Feminino,19,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sábado,Fevereiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,25,Ceará,Brazil,-7.215345299999999,-39.3153336,Sábado,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,35,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,26,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Fevereiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
