AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma de fogo,16/04/2020,Masculino,18,Ceará,Brazil,-5.0742841,-37.9892825
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,16/04/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,16/04/2020,Masculino,18,Ceará,Brazil,-3.8779438,-38.6247697
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,16/04/2020,Feminino,25,Ceará,Brazil,-3.2741504,-39.2649188
AIS 17,Itapipoca,HOMICIDIO DOLOSO,Arma de fogo,16/04/2020,Masculino,21,Ceará,Brazil,-3.499329,-39.583571
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Mauriti,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,24,Ceará,Brazil,-7.3870095,-38.7737751
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,19,Ceará,Brazil,-4.3702577,-38.8084313
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma branca,17/04/2020,Masculino,33,Ceará,Brazil,-3.8922967,-38.6835427
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,39,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,"São Gonçalo do
Amarante",HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,19,Ceará,Brazil,-3.6099755,-38.9687182
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Masculino,21,Ceará,Brazil,-3.9063117,-38.387504
AIS 11,"São Gonçalo do
Amarante",HOMICIDIO DOLOSO,Arma de fogo,17/04/2020,Feminino,41,Ceará,Brazil,-3.6099755,-38.9687182
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,25,Ceará,Brazil,-4.0964618,-38.4965574
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,45,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,45,Ceará,Brazil,-3.755572,-40.818019
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma branca,18/04/2020,Masculino,-,Ceará,Brazil,-4.0964618,-38.4965574
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,18/04/2020,Masculino,19,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,41,Ceará,Brazil,-4.129666,-38.241178
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,17,Ceará,Brazil,-4.831508,-37.780997
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,18,Ceará,Brazil,-3.7300563,-38.6593082
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,25,Ceará,Brazil,-4.558259,-37.767894
AIS 14,Santana do Acaraú,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,30,Ceará,Brazil,-3.4596492,-40.2090987
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,20,Ceará,Brazil,-3.7300563,-38.6593082
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Feminino,61,Ceará,Brazil,-4.558259,-37.767894
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,18/04/2020,Masculino,25,Ceará,Brazil,-4.558259,-37.767894
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,28,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,50,Ceará,Brazil,-3.8922967,-38.6835427
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,19,Ceará,Brazil,-5.1455607,-38.0984936
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Araripe,HOMICIDIO DOLOSO,Arma branca,19/04/2020,Masculino,43,Ceará,Brazil,-7.212861,-40.1359222
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Feminino,19,Ceará,Brazil,-3.2741504,-39.2649188
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,22,Ceará,Brazil,-3.9841,-38.6180383
AIS 3,Fortaleza,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,19/04/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Acopiara,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,58,Ceará,Brazil,-6.0936464,-39.4543204
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,16,Ceará,Brazil,-3.8779438,-38.6247697
AIS 21,Acopiara,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Masculino,32,Ceará,Brazil,-6.0936464,-39.4543204
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/04/2020,Feminino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,21,Ceará,Brazil,-4.0964618,-38.4965574
AIS 21,Icó,HOMICIDIO DOLOSO,Arma branca,20/04/2020,Masculino,30,Ceará,Brazil,-6.4003992,-38.8575946
AIS 16,Monsenhor Tabosa,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,20,Ceará,Brazil,-4.7879512,-40.063949
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,34,Ceará,Brazil,-4.129666,-38.241178
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,34,Ceará,Brazil,-3.965768,-38.529763
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,32,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,25,Ceará,Brazil,-3.8779438,-38.6247697
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,56,Ceará,Brazil,-3.7304512,-38.5217989
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,20/04/2020,Masculino,32,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,18,Ceará,Brazil,-3.8922967,-38.6835427
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,42,Ceará,Brazil,-7.2153453,-39.3153336
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,38,Ceará,Brazil,-4.0964618,-38.4965574
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Feminino,22,Ceará,Brazil,-3.8779438,-38.6247697
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,28,Ceará,Brazil,-7.2369112,-39.4149236
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,44,Ceará,Brazil,-3.7304512,-38.5217989
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/04/2020,Masculino,36,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Outros meios,20/04/2020,Feminino,32,Ceará,Brazil,-3.9841,-38.6180383
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma branca,20/04/2020,Masculino,23,Ceará,Brazil,-7.2153453,-39.3153336
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,21/04/2020,Masculino,45,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma branca,21/04/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,36,Ceará,Brazil,-4.0964618,-38.4965574
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Monsenhor Tabosa,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,38,Ceará,Brazil,-4.7879512,-40.063949
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,45,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,16,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,24,Ceará,Brazil,-3.7300563,-38.6593082
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,21,Ceará,Brazil,-5.1455607,-38.0984936
AIS 20,Solonópole,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Feminino,67,Ceará,Brazil,-5.7329092,-39.0098669
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,17,Ceará,Brazil,-3.672399,-39.2364881
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,40,Ceará,Brazil,-7.2153453,-39.3153336
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/04/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,37,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,16,Ceará,Brazil,-3.965768,-38.529763
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,51,Ceará,Brazil,-3.6879135,-40.3456372
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,33,Ceará,Brazil,-3.8779438,-38.6247697
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma branca,22/04/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,18,Ceará,Brazil,-4.129666,-38.241178
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,45,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Itapipoca,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,21,Ceará,Brazil,-3.499329,-39.583571
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,20,Ceará,Brazil,-4.0964618,-38.4965574
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,36,Ceará,Brazil,-4.0964618,-38.4965574
AIS 19,Aurora,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,23,Ceará,Brazil,-6.9426019,-38.9693765
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,22,Ceará,Brazil,-3.6879135,-40.3456372
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Tabuleiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,22/04/2020,Masculino,21,Ceará,Brazil,-5.2440865,-38.1284605
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,"São Gonçalo do
Amarante",HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,35,Ceará,Brazil,-3.6099755,-38.9687182
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,24,Ceará,Brazil,-3.965768,-38.529763
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,27,Ceará,Brazil,-3.8779438,-38.6247697
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,51,Ceará,Brazil,-4.9706021,-39.0158403
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,25,Ceará,Brazil,-4.558259,-37.767894
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,17,Ceará,Brazil,-4.0964618,-38.4965574
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,23,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,23,Ceará,Brazil,-4.129666,-38.241178
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,33,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,28,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Barro,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,49,Ceará,Brazil,-7.1713587,-38.7742136
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,21,Ceará,Brazil,-3.8889838,-38.4546585
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,43,Ceará,Brazil,-4.129666,-38.241178
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,57,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,37,Ceará,Brazil,-7.0750814,-40.3830178
AIS 21,Várzea Alegre,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,24,Ceará,Brazil,-6.7936089,-39.2989333
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Chorozinho,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,37,Ceará,Brazil,-4.3010895,-38.4976923
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,24,Ceará,Brazil,-3.8889838,-38.4546585
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,13,Ceará,Brazil,-4.3702577,-38.8084313
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Feminino,47,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,17,Ceará,Brazil,-4.9706021,-39.0158403
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/04/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Redenção,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,22,Ceará,Brazil,-4.2243979,-38.7278461
AIS 12,Maranguape,HOMICIDIO DOLOSO,Outros meios,24/04/2020,Feminino,-,Ceará,Brazil,-3.8922967,-38.6835427
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,-,Ceará,Brazil,-3.9841,-38.6180383
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Feminino,31,Ceará,Brazil,-4.3702577,-38.8084313
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Feminino,16,Ceará,Brazil,-3.7300563,-38.6593082
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,28,Ceará,Brazil,-4.3702577,-38.8084313
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 6,Fortaleza,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,24/04/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Feminino,41,Ceará,Brazil,-4.171073,-38.464988
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/04/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Amontada,HOMICIDIO DOLOSO,Arma branca,25/04/2020,Masculino,31,Ceará,Brazil,-3.3634586,-39.8284791
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,29,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,23,Ceará,Brazil,-3.8889838,-38.4546585
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,37,Ceará,Brazil,-4.9751759,-38.6368754
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,20,Ceará,Brazil,-5.1076699,-38.3727852
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,18,Ceará,Brazil,-3.9063117,-38.387504
AIS 17,Tururu,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,25,Ceará,Brazil,-3.5985489,-39.4358101
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,25/04/2020,Masculino,16,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Massapê,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,19,Ceará,Brazil,-3.5239058,-40.3423107
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,31,Ceará,Brazil,-5.8854585,-38.6212957
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,23,Ceará,Brazil,-3.8889838,-38.4546585
AIS 18,Beberibe,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,42,Ceará,Brazil,-4.1810469,-38.1298101
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,29,Ceará,Brazil,-3.8889838,-38.4546585
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma branca,25/04/2020,Masculino,42,Ceará,Brazil,-3.7304512,-38.5217989
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,34,Ceará,Brazil,-4.831508,-37.780997
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,39,Ceará,Brazil,-5.1455607,-38.0984936
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Feminino,32,Ceará,Brazil,-3.7300563,-38.6593082
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Feminino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,25/04/2020,Masculino,20,Ceará,Brazil,-7.2153453,-39.3153336
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,40,Ceará,Brazil,-3.8889838,-38.4546585
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,50,Ceará,Brazil,-5.1076699,-38.3727852
AIS 15,Acarape,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,14,Ceará,Brazil,-4.2237866,-38.7071663
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Outros meios,26/04/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Tianguá,HOMICIDIO DOLOSO,Arma branca,26/04/2020,Masculino,39,Ceará,Brazil,-3.7307332,-41.0004019
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Feminino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Solonópole,HOMICIDIO DOLOSO,Outros meios,26/04/2020,Masculino,27,Ceará,Brazil,-5.7329092,-39.0098669
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,26,Ceará,Brazil,-3.6879135,-40.3456372
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pindoretama,HOMICIDIO DOLOSO,Outros meios,26/04/2020,Masculino,24,Ceará,Brazil,-4.0265183,-38.3066829
AIS 13,Pindoretama,HOMICIDIO DOLOSO,Arma de fogo,26/04/2020,Masculino,17,Ceará,Brazil,-4.0265183,-38.3066829
AIS 13,Pindoretama,HOMICIDIO DOLOSO,Arma branca,26/04/2020,Masculino,32,Ceará,Brazil,-4.0265183,-38.3066829
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/04/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/04/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Tabuleiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,27/04/2020,Masculino,31,Ceará,Brazil,-5.2440865,-38.1284605
AIS 15,Redenção,HOMICIDIO DOLOSO,Arma de fogo,27/04/2020,Masculino,33,Ceará,Brazil,-4.2243979,-38.7278461
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/04/2020,Masculino,57,Ceará,Brazil,-3.7304512,-38.5217989
