AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE
AIS 16,Hidrolândia,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,20,Ceará,Brazil,-4.4084745,-40.4065472
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,36,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,39,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,-,Ceará,Brazil,-4.171073,-38.464988
AIS 22,Aiuaba,HOMICIDIO DOLOSO,Arma branca,21/10/2020,Masculino,57,Ceará,Brazil,-6.5710836,-40.1212278
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,20,Ceará,Brazil,-3.965768,-38.529763
AIS 15,Baturité,HOMICIDIO DOLOSO,Outros meios,21/10/2020,Masculino,44,Ceará,Brazil,-4.3290203,-38.8821055
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Outros meios,21/10/2020,Masculino,20,Ceará,Brazil,-7.2153453,-39.3153336
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,19,Ceará,Brazil,-3.9841,-38.6180383
AIS 16,Varjota,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,33,Ceará,Brazil,-4.1958345,-40.4735305
AIS 15,Guaramiranga,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,18,Ceará,Brazil,-4.2615431,-38.9339337
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/10/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,39,Ceará,Brazil,-3.6879135,-40.3456372
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,27,Ceará,Brazil,-3.6879135,-40.3456372
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,45,Ceará,Brazil,-3.8922967,-38.6835427
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma branca,22/10/2020,Masculino,43,Ceará,Brazil,-7.2153453,-39.3153336
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Pedra Branca,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,32,Ceará,Brazil,-5.455674,-39.7166286
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,18,Ceará,Brazil,-4.3702577,-38.8084313
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,58,Ceará,Brazil,-3.8922967,-38.6835427
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/10/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Aracati,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,23/10/2020,Feminino,83,Ceará,Brazil,-4.558259,-37.767894
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,23/10/2020,Masculino,22,Ceará,Brazil,-3.6879135,-40.3456372
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,23/10/2020,Masculino,18,Ceará,Brazil,-4.831508,-37.780997
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,23/10/2020,Masculino,33,Ceará,Brazil,-3.965768,-38.529763
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,23/10/2020,Masculino,33,Ceará,Brazil,-3.965768,-38.529763
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Feminino,16,Ceará,Brazil,-3.965768,-38.529763
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma branca,24/10/2020,Masculino,24,Ceará,Brazil,-5.1455607,-38.0984936
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,-,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Feminino,16,Ceará,Brazil,-3.7300563,-38.6593082
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 22,Mombaça,HOMICIDIO DOLOSO,Arma branca,24/10/2020,Masculino,21,Ceará,Brazil,-5.7450899,-39.6293519
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,51,Ceará,Brazil,-3.8779438,-38.6247697
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,31,Ceará,Brazil,-5.1455607,-38.0984936
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,35,Ceará,Brazil,-3.7300563,-38.6593082
AIS 20,Choró,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,17,Ceará,Brazil,-4.8435726,-39.1393071
AIS 20,Choró,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,22,Ceará,Brazil,-4.8435726,-39.1393071
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma branca,24/10/2020,Masculino,25,Ceará,Brazil,-4.3547946,-39.3108516
AIS 20,Choró,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Feminino,27,Ceará,Brazil,-4.8435726,-39.1393071
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/10/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Feminino,15,Ceará,Brazil,-4.3547946,-39.3108516
AIS 16,Tamboril,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,19,Ceará,Brazil,-4.8330075,-40.3210323
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Monsenhor Tabosa,HOMICIDIO DOLOSO,Arma branca,25/10/2020,Masculino,24,Ceará,Brazil,-4.7879512,-40.063949
AIS 21,Cedro,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,20,Ceará,Brazil,-6.6065382,-39.0599487
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,-,Ceará,Brazil,-3.8779438,-38.6247697
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,41,Ceará,Brazil,-5.1076699,-38.3727852
AIS 14,Frecheirinha,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,25/10/2020,Masculino,34,Ceará,Brazil,-3.755572,-40.818019
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,20,Ceará,Brazil,-3.965768,-38.529763
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,41,Ceará,Brazil,-3.6099755,-38.9687182
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,43,Ceará,Brazil,-3.8922967,-38.6835427
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,25,Ceará,Brazil,-4.129666,-38.241178
AIS 18,Itaiçaba,HOMICIDIO DOLOSO,Arma de fogo,25/10/2020,Masculino,25,Ceará,Brazil,-4.68054,-37.8239968
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Paraipaba,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,28,Ceará,Brazil,-3.437987,-39.147868
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,26/10/2020,Masculino,51,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,28,Ceará,Brazil,-3.8922967,-38.6835427
AIS 18,Alto Santo,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,32,Ceará,Brazil,-5.5190371,-38.2719351
AIS 13,Cascavel,HOMICIDIO DOLOSO,Outros meios,26/10/2020,Masculino,64,Ceará,Brazil,-4.129666,-38.241178
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,24,Ceará,Brazil,-3.8779438,-38.6247697
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,22,Ceará,Brazil,-7.2153453,-39.3153336
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,32,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,27,Ceará,Brazil,-3.7300563,-38.6593082
AIS 18,Jaguaribara,HOMICIDIO DOLOSO,Arma de fogo,26/10/2020,Masculino,40,Ceará,Brazil,-5.454494,-38.4679295
AIS 14,Forquilha,HOMICIDIO DOLOSO,Arma de fogo,27/10/2020,Masculino,14,Ceará,Brazil,-3.799447,-40.263405
AIS 16,Santa Quitéria,FEMINICÍDIO,Arma branca,27/10/2020,Feminino,35,Ceará,Brazil,-4.3336553,-40.1544913
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,27/10/2020,Masculino,19,Ceará,Brazil,-4.129666,-38.241178
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/10/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/10/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/10/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,27/10/2020,Masculino,23,Ceará,Brazil,-5.1455607,-38.0984936
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,27/10/2020,Masculino,15,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Missão Velha,HOMICIDIO DOLOSO,Outros meios,27/10/2020,Masculino,28,Ceará,Brazil,-7.248491,-39.1434843
AIS 20,Quixeramobim,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,27/10/2020,Masculino,27,Ceará,Brazil,-5.1983553,-39.2955573
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,28,Ceará,Brazil,-4.0964618,-38.4965574
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Amontada,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,30,Ceará,Brazil,-3.3634586,-39.8284791
AIS 15,Baturité,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,18,Ceará,Brazil,-4.3290203,-38.8821055
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma branca,28/10/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,39,Ceará,Brazil,-3.7300563,-38.6593082
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,17,Ceará,Brazil,-4.0964618,-38.4965574
AIS 15,Madalena,HOMICIDIO DOLOSO,Outros meios,28/10/2020,Masculino,23,Ceará,Brazil,-4.8542961,-39.5766436
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Paracuru,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Feminino,16,Ceará,Brazil,-3.41436,-39.030028
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,28/10/2020,Masculino,23,Ceará,Brazil,-4.9706021,-39.0158403
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Feminino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaribara,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Masculino,24,Ceará,Brazil,-5.454494,-38.4679295
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Masculino,27,Ceará,Brazil,-3.9063117,-38.387504
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Masculino,26,Ceará,Brazil,-4.9706021,-39.0158403
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Masculino,54,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Massapê,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Masculino,25,Ceará,Brazil,-3.5239058,-40.3423107
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Feminino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/10/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,18,Ceará,Brazil,-3.9063117,-38.387504
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Feminino,24,Ceará,Brazil,-3.9063117,-38.387504
AIS 22,Arneiróz,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,24,Ceará,Brazil,-6.3235099,-40.1603859
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Feminino,-,Ceará,Brazil,-3.8889838,-38.4546585
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,-,Ceará,Brazil,-3.8889838,-38.4546585
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,20,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,48,Ceará,Brazil,-3.9063117,-38.387504
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,28,Ceará,Brazil,-4.9706021,-39.0158403
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,38,Ceará,Brazil,-7.2153453,-39.3153336
AIS 17,Uruburetama,HOMICIDIO DOLOSO,Arma branca,30/10/2020,Masculino,53,Ceará,Brazil,-3.6235302,-39.5050697
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/10/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,ROUBO SEGUIDO DE MORTE (LATROCINIO),Outros meios,30/10/2020,Masculino,69,Ceará,Brazil,-7.2153453,-39.3153336
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,31/10/2020,Masculino,30,Ceará,Brazil,-4.0412656,-38.6369079
AIS 19,Salitre,HOMICIDIO DOLOSO,Arma de fogo,31/10/2020,Masculino,45,Ceará,Brazil,-7.285445,-40.457306
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Outros meios,31/10/2020,Feminino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,31/10/2020,Masculino,-,Ceará,Brazil,-3.9063117,-38.387504
AIS 20,Choró,HOMICIDIO DOLOSO,Arma de fogo,31/10/2020,Masculino,18,Ceará,Brazil,-4.8435726,-39.1393071
AIS 17,Itapipoca,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,31/10/2020,Masculino,60,Ceará,Brazil,-3.499329,-39.583571
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,31/10/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Jati,HOMICIDIO DOLOSO,Arma branca,31/10/2020,Masculino,35,Ceará,Brazil,-7.6894344,-39.006074
AIS 19,Jati,HOMICIDIO DOLOSO,Arma branca,31/10/2020,Feminino,69,Ceará,Brazil,-7.6894344,-39.006074
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,31/10/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Jati,HOMICIDIO DOLOSO,Arma branca,31/10/2020,Masculino,68,Ceará,Brazil,-7.6894344,-39.006074
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,53,Ceará,Brazil,-4.9751759,-38.6368754
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,35,Ceará,Brazil,-3.8922967,-38.6835427
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,01/11/2020,Masculino,50,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,18,Ceará,Brazil,-7.2369112,-39.4149236
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,19,Ceará,Brazil,-3.8779438,-38.6247697
AIS 14,Santana do Acaraú,HOMICIDIO DOLOSO,Arma de fogo,01/11/2020,Masculino,20,Ceará,Brazil,-3.4596492,-40.2090987
AIS 17,Morrinhos,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,23,Ceará,Brazil,-3.2275749,-40.1280783
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,25,Ceará,Brazil,-4.171073,-38.464988
AIS 18,Russas,HOMICIDIO DOLOSO,Arma branca,02/11/2020,Masculino,24,Ceará,Brazil,-4.9354279,-37.9783838
AIS 17,Apuiarés,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,28,Ceará,Brazil,-3.9460303,-39.4313298
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma branca,02/11/2020,Feminino,31,Ceará,Brazil,-5.1076699,-38.3727852
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,20,Ceará,Brazil,-3.8922967,-38.6835427
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,60,Ceará,Brazil,-4.9706021,-39.0158403
AIS 11,Paraipaba,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,15,Ceará,Brazil,-3.437987,-39.147868
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,34,Ceará,Brazil,-3.9063117,-38.387504
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,37,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,21,Ceará,Brazil,-3.8922967,-38.6835427
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,17,Ceará,Brazil,-3.8922967,-38.6835427
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,02/11/2020,Masculino,19,Ceará,Brazil,-3.9841,-38.6180383
AIS 14,Cariré,HOMICIDIO DOLOSO,Arma branca,02/11/2020,Masculino,34,Ceará,Brazil,-3.948584,-40.476028
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,03/11/2020,Masculino,25,Ceará,Brazil,-4.171073,-38.464988
AIS 21,Cedro,HOMICIDIO DOLOSO,Arma de fogo,03/11/2020,Masculino,22,Ceará,Brazil,-6.6065382,-39.0599487
AIS 14,Coreaú,HOMICIDIO DOLOSO,Arma de fogo,03/11/2020,Masculino,16,Ceará,Brazil,-3.5519794,-40.6528409
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,46,Ceará,Brazil,-3.8779438,-38.6247697
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,25,Ceará,Brazil,-3.7300563,-38.6593082
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,21,Ceará,Brazil,-4.171073,-38.464988
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,18,Ceará,Brazil,-3.9841,-38.6180383
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,29,Ceará,Brazil,-4.171073,-38.464988
AIS 17,Cruz,HOMICIDIO DOLOSO,Arma branca,04/11/2020,Masculino,33,Ceará,Brazil,-2.918128,-40.175981
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,29,Ceará,Brazil,-4.129666,-38.241178
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/11/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,05/11/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,05/11/2020,Masculino,24,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,05/11/2020,Masculino,19,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Horizonte,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,05/11/2020,Masculino,58,Ceará,Brazil,-4.0964618,-38.4965574
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,05/11/2020,Masculino,30,Ceará,Brazil,-3.7300563,-38.6593082
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,05/11/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,05/11/2020,Masculino,56,Ceará,Brazil,-3.9063117,-38.387504
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Feminino,34,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Masculino,42,Ceará,Brazil,-3.7304512,-38.5217989
AIS 16,Independência,HOMICIDIO DOLOSO,Arma branca,06/11/2020,Masculino,52,Ceará,Brazil,-5.3958538,-40.3108896
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/11/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,São Benedito,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Feminino,31,Ceará,Brazil,-4.0479952,-40.8643488
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,46,Ceará,Brazil,-4.129666,-38.241178
AIS 15,Acarape,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,36,Ceará,Brazil,-4.2237866,-38.7071663
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,25,Ceará,Brazil,-4.558259,-37.767894
AIS 13,Eusébio,HOMICIDIO DOLOSO,Outros meios,07/11/2020,Masculino,-,Ceará,Brazil,-3.8889838,-38.4546585
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Outros meios,07/11/2020,Masculino,36,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,42,Ceará,Brazil,-4.831508,-37.780997
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,20,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Sobral,HOMICIDIO DOLOSO,Outros meios,07/11/2020,Masculino,26,Ceará,Brazil,-3.6879135,-40.3456372
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,26,Ceará,Brazil,-4.831508,-37.780997
AIS 18,Tabuleiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,07/11/2020,Masculino,25,Ceará,Brazil,-5.2440865,-38.1284605
